Cny_raw,Dollar_ex,Dollar_price,Jpy_raw,Eur_raw,Usd_raw,Gbp_raw,Date,Local_price
0.06462,3.641,3.29579785773139,-0.05985,-0.30396,-0.40185,-0.22113,2018-07-01,12
0.08008,3.64125,3.29557157569516,-0.08366,-0.29004,-0.4094,-0.19087,2019-01-01,12
0.17029,3.64175,3.56971236356147,-0.00446,-0.21927,-0.3781,-0.12962,2019-07-09,13
0.14337,3.641,3.57044767920901,0.00742,-0.22078,-0.37029,-0.19042,2020-01-14,13
0.15233,3.641,3.57044767920901,-0.0179,-0.254,-0.3747,-0.16526,2020-07-01,13
0.0321,3.641,3.57044767920901,-0.04518,-0.30858,-0.36918,-0.19543,2021-01-01,13
0.03283,3.641,3.57044767920901,0.00645,-0.28912,-0.36806,-0.24839,2021-07-01,13
