DOLLAR_PRICE,EUR_RAW,CNY_RAW,LOCAL_PRICE,DOLLAR_EX,DATE,USD_RAW,JPY_RAW,GBP_RAW
3.81144249486136,-0.19506,0.23119,14,3.67315,2018-07-01,-0.30827,0.08724,-0.09928
3.81144249486136,-0.17891,0.24915,14,3.67315,2019-01-01,-0.31695,0.05978,-0.06422
4.01562691422893,-0.12174,0.31648,14.75,3.67315,2019-07-09,-0.30041,0.1199,-0.02089
4.01562691422893,-0.12362,0.28593,14.75,3.67315,2020-01-14,-0.29178,0.13302,-0.08947
4.0158455737214,-0.16094,0.29608,14.75,3.67295,2020-07-01,-0.2967,0.10461,-0.06113
4.01562691422893,-0.22237,0.16079,14.75,3.67315,2021-01-01,-0.29053,0.07387,-0.09511
4.01562691422893,-0.20049,0.16161,14.75,3.67315,2021-07-01,-0.28927,0.13194,-0.15468
