jpy_raw,date,gbp_raw,dollar_ex,dollar_price,cny_raw,eur_raw,usd_raw,local_price
1.35275,2021-07-01,0.757,3613989.071,8.34648345841663,1.41441,0.66179,0.47725,30164100
